AreaCode,Year,EDemand
1,2007,3118.176504
1,2008,2868.55628
1,2009,3019.63127
1,2010,3151.241837
1,2011,2907.084401
1,2012,3172.216394
10,2007,31318.85895
10,2007,31318.85895
10,2008,30093.63395
10,2008,30093.63395
10,2009,29920.17896
10,2009,29920.17896
10,2010,29702.01141
10,2010,29702.01141
10,2011,30839.4805
10,2011,30839.4805
10,2012,31383.86562
10,2012,31383.86562
100,2007,962.3679931
100,2007,962.3679931
100,2008,1022.995539
100,2008,1022.995539
100,2009,1073.058289
100,2009,1073.058289
100,2010,1135.500266
100,2010,1135.500266
100,2011,1177.329058
100,2011,1177.329058
100,2012,1199.166157
100,2012,1199.166157
101,2007,3589.637739
101,2007,3589.637739
101,2008,3383.824505
101,2008,3383.824505
101,2009,3707.719214
101,2009,3707.719214
101,2010,3870.363764
101,2010,3870.363764
101,2011,4345.284357
101,2011,4345.284357
101,2012,4725.571925
101,2012,4725.571925
102,2007,8223.287663
102,2007,8223.287663
102,2008,8891.791092
102,2008,8891.791092
102,2009,10535.81226
102,2009,10535.81226
102,2010,10470.31198
102,2010,10470.31198
102,2011,10127.55849
102,2011,10127.55849
102,2012,10493.35614
102,2012,10493.35614
103,2007,1309.376293
103,2007,1309.376293
103,2008,950.6614253
103,2008,950.6614253
103,2009,931.653802
103,2009,931.653802
103,2010,1102.586727
103,2010,1102.586727
103,2011,1262.749925
103,2011,1262.749925
103,2012,1268.53393
103,2012,1268.53393
104,2007,44289.59764
104,2008,43041.05101
104,2009,41635.37046
104,2010,39525.58771
104,2011,40295.6298
104,2012,40316.50969
105,2007,15427.81378
105,2007,15427.81378
105,2008,14920.8038
105,2008,14920.8038
105,2009,14552.80949
105,2009,14552.80949
105,2010,14882.94043
105,2010,14882.94043
105,2011,14301.0027
105,2011,14301.0027
105,2012,13932.21605
105,2012,13932.21605
106,2007,17798.98522
106,2008,18035.81746
106,2009,17832.98057
106,2010,17501.87368
106,2011,17893.09171
106,2012,17889.74049
107,2007,1236.244202
107,2007,1236.244202
107,2008,1211.711653
107,2008,1211.711653
107,2009,1224.961166
107,2009,1224.961166
107,2010,1559.354382
107,2010,1559.354382
107,2011,1476.337696
107,2011,1476.337696
107,2012,1479.284437
107,2012,1479.284437
108,2007,4595.309014
108,2007,4595.309014
108,2008,4760.159327
108,2008,4760.159327
108,2009,4985.997216
108,2009,4985.997216
108,2010,5286.141515
108,2010,5286.141515
108,2011,5219.985735
108,2011,5219.985735
108,2012,4889.600475
108,2012,4889.600475
109,2007,6756.904012
109,2007,6756.904012
109,2008,6893.593014
109,2008,6893.593014
109,2009,6778.11776
109,2009,6778.11776
109,2010,5927.082768
109,2010,5927.082768
109,2011,5718.433207
109,2011,5718.433207
109,2012,5862.983229
109,2012,5862.983229
11,2007,21359.96679
11,2008,21917.37483
11,2009,21214.2756
11,2010,21628.78024
11,2011,22341.99097
11,2012,20882.63437
110,2007,7788.966103
110,2007,7788.966103
110,2008,7754.135308
110,2008,7754.135308
110,2009,7780.227867
110,2009,7780.227867
110,2010,7723.940293
110,2010,7723.940293
110,2011,6537.037907
110,2011,6537.037907
110,2012,6557.296752
110,2012,6557.296752
112,2007,4835.515819
112,2007,4835.515819
112,2008,4954.830641
112,2008,4954.830641
112,2009,4688.757232
112,2009,4688.757232
112,2010,4927.180649
112,2010,4927.180649
112,2011,4931.186977
112,2011,4931.186977
112,2012,4205.159413
112,2012,4205.159413
113,2007,2096.141352
113,2007,2096.141352
113,2008,2185.166353
113,2008,2185.166353
113,2009,2127.990398
113,2009,2127.990398
113,2010,2176.203327
113,2010,2176.203327
113,2011,2204.441457
113,2011,2204.441457
113,2012,2073.354261
113,2012,2073.354261
114,2007,1818.672885
114,2007,1818.672885
114,2008,1765.594458
114,2008,1765.594458
114,2009,1666.997768
114,2009,1666.997768
114,2010,1657.838979
114,2010,1657.838979
114,2011,1636.797686
114,2011,1636.797686
114,2012,1542.297574
114,2012,1542.297574
115,2007,3337.74084
115,2007,3337.74084
115,2008,3244.454397
115,2008,3244.454397
115,2009,3305.033999
115,2009,3305.033999
115,2010,3140.711081
115,2010,3140.711081
115,2011,3095.581344
115,2011,3095.581344
115,2012,2937.650562
115,2012,2937.650562
116,2007,2314.506922
116,2007,2314.506922
116,2008,2208.003527
116,2008,2208.003527
116,2009,2169.498771
116,2009,2169.498771
116,2010,2236.159507
116,2010,2236.159507
116,2011,2283.455957
116,2011,2283.455957
116,2012,2339.834852
116,2012,2339.834852
117,2007,8638.169496
117,2007,8638.169496
117,2008,8699.204595
117,2008,8699.204595
117,2009,9652.438337
117,2009,9652.438337
117,2010,9789.427496
117,2010,9789.427496
117,2011,9354.128583
117,2011,9354.128583
117,2012,9850.751075
117,2012,9850.751075
118,2007,10710.97232
118,2008,11575.28897
118,2009,12719.084
118,2010,9357.512671
118,2011,8949.452307
118,2012,8939.62375
119,2007,12023.61889
119,2007,12023.61889
119,2008,12545.57984
119,2008,12545.57984
119,2009,12348.10204
119,2009,12348.10204
119,2010,12390.84196
119,2010,12390.84196
119,2011,12464.05566
119,2011,12464.05566
119,2012,12007.06469
119,2012,12007.06469
12,2007,9165.554065
12,2007,9165.554065
12,2008,9001.42204
12,2008,9001.42204
12,2009,8891.523795
12,2009,8891.523795
12,2010,8876.03843
12,2010,8876.03843
12,2011,8594.044276
12,2011,8594.044276
12,2012,8445.145032
12,2012,8445.145032
120,2007,5013.283033
120,2007,5013.283033
120,2008,5191.071472
120,2008,5191.071472
120,2009,5444.455282
120,2009,5444.455282
120,2010,5751.787728
120,2010,5751.787728
120,2011,5838.219451
120,2011,5838.219451
120,2012,6125.175858
120,2012,6125.175858
121,2007,10399.68358
121,2007,10399.68358
121,2008,11121.38511
121,2008,11121.38511
121,2009,11701.04204
121,2009,11701.04204
121,2010,12494.75522
121,2010,12494.75522
121,2011,14582.80202
121,2011,14582.80202
121,2012,15256.38522
121,2012,15256.38522
122,2007,1619.305956
122,2008,940.3522156
122,2009,958.2612696
122,2011,884.2045888
122,2012,887.5530121
123,2007,1327.013091
123,2007,1327.013091
123,2008,1385.4403
123,2008,1385.4403
123,2009,1438.268722
123,2009,1438.268722
123,2010,1500.688867
123,2010,1500.688867
123,2011,1542.224705
123,2011,1542.224705
123,2012,1535.905492
123,2012,1535.905492
124,2007,5504.96624
124,2007,5504.96624
124,2008,5239.799532
124,2008,5239.799532
124,2009,5284.835685
124,2009,5284.835685
124,2010,5372.026097
124,2010,5372.026097
124,2011,5341.79582
124,2011,5341.79582
124,2012,5439.610152
124,2012,5439.610152
126,2007,17299.44303
126,2007,17299.44303
126,2008,16332.47019
126,2008,16332.47019
126,2009,16932.70756
126,2009,16932.70756
126,2010,17147.06864
126,2010,17147.06864
126,2011,17316.14435
126,2011,17316.14435
126,2012,16491.59549
126,2012,16491.59549
127,2007,NA
127,2007,NA
127,2008,NA
127,2008,NA
127,2009,NA
127,2009,NA
127,2010,NA
127,2010,NA
127,2011,NA
127,2011,NA
127,2012,NA
127,2012,NA
128,2007,1229.620937
128,2008,1042.612454
128,2009,1014.54619
128,2010,981.7002407
128,2011,961.1480382
128,2012,946.1472725
129,2007,2462.400163
129,2007,2462.400163
129,2008,2444.671915
129,2008,2444.671915
129,2009,2433.155554
129,2009,2433.155554
129,2010,2401.65502
129,2010,2401.65502
129,2011,2377.486122
129,2011,2377.486122
129,2012,2358.128379
129,2012,2358.128379
13,2007,568.9236718
13,2008,614.5607884
13,2009,591.8189879
13,2010,578.4521537
13,2011,555.7723522
13,2012,558.7527117
130,2007,893.5373058
130,2007,893.5373058
130,2008,946.8348927
130,2008,946.8348927
130,2009,999.1036759
130,2009,999.1036759
130,2010,915.4568479
130,2010,915.4568479
130,2011,1002.611697
130,2011,1002.611697
130,2012,1054.560333
130,2012,1054.560333
131,2007,13631.2237
131,2007,13631.2237
131,2008,14007.06185
131,2008,14007.06185
131,2009,13884.03031
131,2009,13884.03031
131,2010,14287.12654
131,2010,14287.12654
131,2011,14814.74451
131,2011,14814.74451
131,2012,14886.19019
131,2012,14886.19019
132,2007,NA
132,2007,NA
132,2008,NA
132,2008,NA
132,2009,NA
132,2009,NA
132,2010,NA
132,2010,NA
132,2011,NA
132,2011,NA
132,2012,NA
132,2012,NA
133,2007,1607.56754
133,2007,1607.56754
133,2008,1814.259635
133,2008,1814.259635
133,2009,1790.40905
133,2009,1790.40905
133,2010,1834.393403
133,2010,1834.393403
133,2011,1796.615423
133,2011,1796.615423
133,2012,1723.026942
133,2012,1723.026942
134,2007,8286.042674
134,2008,8651.899536
134,2009,7762.5109
134,2010,7590.864153
134,2011,6077.367383
134,2012,6142.741163
135,2007,917.0666788
135,2008,1033.079483
135,2009,1062.808435
135,2010,1309.190318
135,2011,1300.845742
135,2012,1375.430676
136,2007,1417.090756
136,2007,1417.090756
136,2008,1368.175442
136,2008,1368.175442
136,2009,1390.299989
136,2009,1390.299989
136,2010,1382.805825
136,2010,1382.805825
136,2011,1362.005907
136,2011,1362.005907
136,2012,1363.821634
136,2012,1363.821634
137,2007,10297.35222
137,2007,10297.35222
137,2008,10821.84507
137,2008,10821.84507
137,2009,10874.07005
137,2009,10874.07005
137,2010,11252.66495
137,2010,11252.66495
137,2011,11321.52162
137,2011,11321.52162
137,2012,11547.57594
137,2012,11547.57594
138,2007,11237.8528
138,2007,11237.8528
138,2008,11193.86451
138,2008,11193.86451
138,2009,11148.73872
138,2009,11148.73872
138,2010,11179.53082
138,2010,11179.53082
138,2011,11198.61945
138,2011,11198.61945
138,2012,11082.87185
138,2012,11082.87185
14,2007,17977.36722
14,2007,17977.36722
14,2008,17925.18221
14,2008,17925.18221
14,2009,17827.92685
14,2009,17827.92685
14,2010,17562.30535
14,2010,17562.30535
14,2011,17752.29078
14,2011,17752.29078
14,2012,17900.75647
14,2012,17900.75647
141,2007,7073.210229
141,2007,7073.210229
141,2008,7402.023077
141,2008,7402.023077
141,2009,7476.829642
141,2009,7476.829642
141,2010,5515.408294
141,2010,5515.408294
141,2011,6135.50835
141,2011,6135.50835
141,2012,7122.362125
141,2012,7122.362125
142,2007,41788.65744
142,2007,41788.65744
142,2008,41198.20655
142,2008,41198.20655
142,2009,41344.92757
142,2009,41344.92757
142,2010,41011.77651
142,2010,41011.77651
142,2011,41616.04197
142,2011,41616.04197
142,2012,35815.81522
142,2012,35815.81522
143,2007,4921.47043
143,2007,4921.47043
143,2008,5487.952282
143,2008,5487.952282
143,2009,5720.049852
143,2009,5720.049852
143,2010,5994.910809
143,2010,5994.910809
143,2011,6222.514918
143,2011,6222.514918
143,2012,6083.373388
143,2012,6083.373388
144,2007,2282.0238
144,2007,2282.0238
144,2008,1613.651316
144,2008,1613.651316
144,2009,1878.107177
144,2009,1878.107177
144,2010,2087.26716
144,2010,2087.26716
144,2011,1993.970358
144,2011,1993.970358
144,2012,2006.343362
144,2012,2006.343362
145,2007,4580.93198
145,2007,4580.93198
145,2008,4624.361613
145,2008,4624.361613
145,2009,4628.833254
145,2009,4628.833254
145,2010,4631.357395
145,2010,4631.357395
145,2011,4681.444494
145,2011,4681.444494
145,2012,4714.855697
145,2012,4714.855697
146,2007,11898.03898
146,2007,11898.03898
146,2008,8686.916803
146,2008,8686.916803
146,2009,9070.139652
146,2009,9070.139652
146,2010,11125.81125
146,2010,11125.81125
146,2011,15422.56427
146,2011,15422.56427
146,2012,13006.02122
146,2012,13006.02122
147,2007,2114.268509
147,2007,2114.268509
147,2008,2042.716714
147,2008,2042.716714
147,2009,2023.367784
147,2009,2023.367784
147,2010,2024.888949
147,2010,2024.888949
147,2011,2028.811862
147,2011,2028.811862
147,2012,2026.2166
147,2012,2026.2166
148,2007,2571.983082
148,2007,2571.983082
148,2008,2648.28281
148,2008,2648.28281
148,2009,2648.053867
148,2009,2648.053867
148,2010,2630.074885
148,2010,2630.074885
148,2011,2631.303674
148,2011,2631.303674
148,2012,2638.921559
148,2012,2638.921559
149,2007,1200.32685
149,2007,1200.32685
149,2008,1225.503707
149,2008,1225.503707
149,2009,1224.485199
149,2009,1224.485199
149,2010,1245.371822
149,2010,1245.371822
149,2011,1536.463505
149,2011,1536.463505
149,2012,1660.320877
149,2012,1660.320877
150,2007,36081.34139
150,2008,36449.82705
150,2009,37658.49538
150,2010,37831.18593
150,2011,37591.99611
150,2012,37310.70086
151,2007,927.7047117
151,2008,946.7415381
151,2009,959.5020221
151,2010,971.2857184
153,2007,5614.524094
153,2007,5614.524094
153,2008,5733.728031
153,2008,5733.728031
153,2009,5392.803449
153,2009,5392.803449
153,2010,5459.099357
153,2010,5459.099357
153,2011,5386.421475
153,2011,5386.421475
153,2012,5496.025266
153,2012,5496.025266
154,2007,8588.421817
154,2007,8588.421817
154,2008,8407.646949
154,2008,8407.646949
154,2009,7921.952457
154,2009,7921.952457
154,2010,7793.937325
154,2010,7793.937325
154,2011,7742.260553
154,2011,7742.260553
154,2012,7136.018237
154,2012,7136.018237
155,2007,12095.97497
155,2007,12095.97497
155,2008,12568.01332
155,2008,12568.01332
155,2009,11762.35433
155,2009,11762.35433
155,2010,10984.4543
155,2010,10984.4543
155,2011,11434.95799
155,2011,11434.95799
155,2012,11279.799
155,2012,11279.799
156,2007,36727.98453
156,2007,36727.98453
156,2008,35698.64519
156,2008,35698.64519
156,2009,34138.45002
156,2009,34138.45002
156,2010,34329.7736
156,2010,34329.7736
156,2011,33552.59611
156,2011,33552.59611
156,2012,34130.54424
156,2012,34130.54424
157,2007,8101.822245
157,2007,8101.822245
157,2008,8145.585399
157,2008,8145.585399
157,2009,8347.031753
157,2009,8347.031753
157,2010,8449.269686
157,2010,8449.269686
157,2011,8612.104516
157,2011,8612.104516
157,2012,8656.345607
157,2012,8656.345607
158,2007,675.5710325
158,2007,675.5710325
158,2008,680.440783
158,2008,680.440783
158,2009,831.9190412
158,2009,831.9190412
158,2010,826.1604122
158,2010,826.1604122
158,2011,798.0882041
158,2011,798.0882041
158,2012,786.9479907
158,2012,786.9479907
159,2007,1422.390583
159,2007,1422.390583
159,2008,1456.775268
159,2008,1456.775268
159,2009,1485.628553
159,2009,1485.628553
159,2010,1518.032509
159,2010,1518.032509
159,2011,1564.239183
159,2011,1564.239183
159,2012,1535.100875
159,2012,1535.100875
16,2007,1271.08385
16,2007,1271.08385
16,2008,1312.924127
16,2008,1312.924127
16,2009,1376.760758
16,2009,1376.760758
16,2010,1432.508758
16,2010,1432.508758
16,2011,1508.644045
16,2011,1508.644045
16,2012,1574.593874
16,2012,1574.593874
160,2007,21541.57488
160,2007,21541.57488
160,2008,20547.55675
160,2008,20547.55675
160,2009,20655.48276
160,2009,20655.48276
160,2010,42252.26764
160,2010,42252.26764
160,2011,42087.52951
160,2011,42087.52951
160,2012,42451.69083
160,2012,42451.69083
162,2007,16830.31522
162,2007,16830.31522
162,2008,16385.21877
162,2008,16385.21877
162,2009,17981.65406
162,2009,17981.65406
162,2010,19034.12597
162,2010,19034.12597
162,2011,19672.14372
162,2011,19672.14372
162,2012,22151.34815
162,2012,22151.34815
163,2008,11.87653362
163,2009,17.52915407
163,2011,23.09710021
165,2007,2109.028227
165,2007,2109.028227
165,2008,2217.326814
165,2008,2217.326814
165,2009,2330.091822
165,2009,2330.091822
165,2010,2450.450136
165,2010,2450.450136
165,2011,2583.658597
165,2011,2583.658597
165,2012,2722.381233
165,2012,2722.381233
166,2007,9685.17269
166,2007,9685.17269
166,2008,10311.83821
166,2008,10311.83821
166,2009,9814.668942
166,2009,9814.668942
166,2010,9987.063065
166,2010,9987.063065
166,2011,10562.92472
166,2011,10562.92472
166,2012,11053.82378
166,2012,11053.82378
167,2007,16531.19402
167,2007,16531.19402
167,2008,15359.51226
167,2008,15359.51226
167,2009,14328.62116
167,2009,14328.62116
167,2010,13985.34847
167,2010,13985.34847
167,2011,13256.92051
167,2011,13256.92051
167,2012,12667.15572
167,2012,12667.15572
168,2007,2565.620282
168,2007,2565.620282
168,2008,2529.988693
168,2008,2529.988693
168,2009,2526.542107
168,2009,2526.542107
168,2010,2443.567785
168,2010,2443.567785
168,2011,2460.247515
168,2011,2460.247515
168,2012,2483.07231
168,2012,2483.07231
169,2007,15765.65331
169,2007,15765.65331
169,2008,15529.9794
169,2008,15529.9794
169,2009,16861.88849
169,2009,16861.88849
169,2010,17686.04226
169,2010,17686.04226
169,2011,17975.26635
169,2011,17975.26635
169,2012,17305.6081
169,2012,17305.6081
17,2007,1298.130733
17,2008,1418.551386
17,2009,1433.6174
17,2010,1419.42725
17,2011,1420.894871
17,2012,1421.813172
170,2007,7217.003825
170,2007,7217.003825
170,2008,7809.654746
170,2008,7809.654746
170,2009,8094.258102
170,2009,8094.258102
170,2010,7782.614894
170,2010,7782.614894
170,2011,7713.30196
170,2011,7713.30196
170,2012,7911.029222
170,2012,7911.029222
171,2007,4058.012208
171,2007,4058.012208
171,2008,4033.080883
171,2008,4033.080883
171,2009,4073.566349
171,2009,4073.566349
171,2010,3999.187839
171,2010,3999.187839
171,2011,3827.024922
171,2011,3827.024922
171,2012,3736.716109
171,2012,3736.716109
173,2007,22610.46692
173,2007,22610.46692
173,2008,20436.38094
173,2008,20436.38094
173,2009,20735.61979
173,2009,20735.61979
173,2010,20772.62064
173,2010,20772.62064
173,2011,20303.33532
173,2011,20303.33532
173,2012,19315.53687
173,2012,19315.53687
174,2007,16705.1298
174,2008,16950.72081
174,2009,16688.44169
174,2010,16783.19939
174,2011,16663.50879
174,2012,16821.76333
175,2007,2011.611966
175,2007,2011.611966
175,2008,2216.888161
175,2008,2216.888161
175,2009,2433.471284
175,2009,2433.471284
175,2010,2669.945864
175,2010,2669.945864
175,2011,2976.320127
175,2011,2976.320127
175,2012,2899.875213
175,2012,2899.875213
176,2007,4575.903965
176,2008,4691.863353
176,2008,4691.863353
176,2009,4810.867105
176,2009,4810.867105
176,2010,4065.055707
176,2010,4065.055707
176,2011,4191.347277
176,2011,4191.347277
176,2012,4140.5902
176,2012,4140.5902
177,2007,4789.275812
177,2008,4847.015481
177,2009,4911.572614
177,2010,5144.888514
177,2011,5338.608473
177,2012,5372.72368
178,2007,343.2246369
178,2007,343.2246369
178,2008,287.9063786
178,2008,287.9063786
178,2009,318.1868102
178,2009,318.1868102
178,2010,315.9946675
178,2010,315.9946675
178,2011,311.9759675
178,2011,311.9759675
178,2012,308.0972438
179,2007,3360.36332
179,2008,3306.661667
179,2009,3265.754715
179,2010,3132.409345
179,2011,2967.271487
179,2012,3000.080681
18,2007,1098.530579
18,2007,1098.530579
18,2008,960.9512497
18,2008,960.9512497
18,2009,938.0882377
18,2009,938.0882377
18,2010,960.5708616
18,2010,960.5708616
18,2011,962.364636
18,2011,962.364636
18,2012,1141.340504
18,2012,1141.340504
180,2007,5.321687671
180,2008,23.30509808
180,2009,18.95542964
180,2010,23.73667397
180,2011,25.98975123
180,2012,48.16859178
181,2007,2607.531215
181,2007,2607.531215
181,2008,2598.882491
181,2008,2598.882491
181,2009,2651.942825
181,2009,2651.942825
181,2010,2660.333387
181,2010,2660.333387
181,2011,2683.142775
181,2011,2683.142775
181,2012,2672.917129
181,2012,2672.917129
182,2007,13620.74953
182,2008,13927.09197
182,2009,14195.17556
182,2010,14712.72981
182,2011,14432.06306
182,2012,14793.57752
183,2007,15551.50091
183,2007,15551.50091
183,2008,15290.86814
183,2008,15290.86814
183,2009,14998.50702
183,2009,14998.50702
183,2010,14080.94894
183,2010,14080.94894
183,2011,13195.99988
183,2011,13195.99988
183,2012,13123.61078
183,2012,13123.61078
184,2007,436.7745575
184,2007,436.7745575
184,2008,465.9267105
184,2008,465.9267105
184,2009,591.8154681
184,2009,591.8154681
184,2010,619.8069068
184,2010,619.8069068
184,2011,630.1766606
184,2011,630.1766606
184,2012,724.3850086
184,2012,724.3850086
185,2007,11157.42745
185,2007,11157.42745
185,2008,11424.65599
185,2008,11424.65599
185,2009,11516.70681
185,2009,11516.70681
185,2010,11956.02334
185,2010,11956.02334
185,2011,12082.14612
185,2011,12082.14612
185,2012,12457.91344
185,2012,12457.91344
187,2007,2241.939455
187,2008,2376.793316
187,2009,2409.060712
187,2010,2387.511943
187,2011,2360.368756
187,2012,2373.44896
188,2007,4189.91945
188,2007,4189.91945
188,2008,4468.173511
188,2008,4468.173511
188,2009,4100.061666
188,2009,4100.061666
188,2010,4271.336879
188,2010,4271.336879
188,2011,4264.647417
188,2011,4264.647417
188,2012,4215.278483
188,2012,4215.278483
189,2007,4552.22428
189,2007,4552.22428
189,2008,4300.143595
189,2008,4300.143595
189,2009,4241.214575
189,2009,4241.214575
189,2010,4150.166187
189,2010,4150.166187
189,2011,4094.150388
189,2011,4094.150388
189,2012,4045.878035
189,2012,4045.878035
19,2007,15709.23154
19,2007,15709.23154
19,2008,16735.6735
19,2008,16735.6735
19,2009,16768.25992
19,2009,16768.25992
19,2010,26568.00165
19,2010,26568.00165
19,2011,26280.22934
19,2011,26280.22934
19,2012,26387.70585
19,2012,26387.70585
190,2007,6703.58082
190,2008,7078.82893
190,2009,7102.273312
190,2010,7110.493626
190,2011,6977.295542
190,2012,6811.487803
191,2007,3496.616781
191,2007,3496.616781
191,2008,3757.971405
191,2008,3757.971405
191,2009,3954.549167
191,2009,3954.549167
191,2010,3835.539296
191,2010,3835.539296
191,2011,3714.745024
191,2011,3714.745024
191,2012,3475.402091
191,2012,3475.402091
192,2007,NA
192,2008,NA
192,2009,NA
192,2010,NA
192,2011,NA
192,2012,NA
193,2007,2480.235617
193,2007,2480.235617
193,2008,2419.716331
193,2008,2419.716331
193,2009,2414.568603
193,2009,2414.568603
193,2010,2373.092721
193,2010,2373.092721
193,2011,826871.815
193,2011,826871.815
193,2012,795205.4473
193,2012,795205.4473
194,2007,5551.9775
194,2007,5551.9775
194,2008,5512.622648
194,2008,5512.622648
194,2009,5476.324492
194,2009,5476.324492
194,2010,5880.902313
194,2010,5880.902313
194,2011,6657.151467
194,2011,6657.151467
194,2012,6729.358152
194,2012,6729.358152
195,2007,2247.309114
195,2007,2247.309114
195,2008,2344.773325
195,2008,2344.773325
195,2009,2270.882956
195,2009,2270.882956
195,2010,2517.37646
195,2010,2517.37646
195,2011,2780.61053
195,2011,2780.61053
195,2012,2728.793551
195,2012,2728.793551
196,2007,6610.171261
196,2007,6610.171261
196,2008,6122.967242
196,2008,6122.967242
196,2009,4982.838619
196,2009,4982.838619
196,2010,5372.891474
196,2010,5372.891474
196,2011,6010.999704
196,2011,6010.999704
196,2012,6632.426519
196,2012,6632.426519
197,2007,758.1001941
197,2007,758.1001941
197,2008,937.9605907
197,2008,937.9605907
197,2009,1201.123063
197,2009,1201.123063
197,2010,1305.883958
197,2010,1305.883958
197,2011,1417.283812
197,2011,1417.283812
197,2012,1481.87526
197,2012,1481.87526
198,2007,22093.14004
198,2007,22093.14004
198,2008,22197.29673
198,2008,22197.29673
198,2009,20879.27369
198,2009,20879.27369
198,2010,21004.16434
198,2010,21004.16434
198,2011,19943.25984
198,2011,19943.25984
198,2012,19268.3407
198,2012,19268.3407
199,2007,12305.98427
199,2007,12305.98427
199,2008,11562.78739
199,2008,11562.78739
199,2009,10009.01407
199,2009,10009.01407
199,2010,10544.48089
199,2010,10544.48089
199,2011,9708.952791
199,2011,9708.952791
199,2012,9180.938157
199,2012,9180.938157
2,2007,825.1567879
2,2007,825.1567879
2,2008,927.3013689
2,2008,927.3013689
2,2009,987.5417388
2,2009,987.5417388
2,2010,1101.01614
2,2010,1101.01614
2,2011,1093.486491
2,2011,1093.486491
2,2012,1046.554954
2,2012,1046.554954
20,2007,1761.05534
20,2007,1761.05534
20,2008,1754.582024
20,2008,1754.582024
20,2009,1715.7219
20,2009,1715.7219
20,2010,1793.672698
20,2010,1793.672698
20,2011,1823.503875
20,2011,1823.503875
20,2012,1838.826354
20,2012,1838.826354
200,2007,2148.036337
200,2007,2148.036337
200,2008,1961.162694
200,2008,1961.162694
200,2009,2019.282004
200,2009,2019.282004
200,2010,2105.405824
200,2010,2105.405824
200,2011,2110.191677
200,2011,2110.191677
200,2012,2143.796726
200,2012,2143.796726
201,2007,759.1896845
201,2007,759.1896845
201,2008,740.3089619
201,2008,740.3089619
201,2009,720.8306073
201,2009,720.8306073
201,2010,713.3948481
201,2010,713.3948481
201,2011,698.0561657
201,2011,698.0561657
201,2012,628.1685552
201,2012,628.1685552
202,2007,4581.457997
202,2007,4581.457997
202,2008,5244.225991
202,2008,5244.225991
202,2009,5392.100686
202,2009,5392.100686
202,2010,5458.048251
202,2010,5458.048251
202,2011,5500.603107
202,2011,5500.603107
202,2012,5512.025233
202,2012,5512.025233
203,2007,24171.25155
203,2008,24449.16072
203,2009,23248.32341
203,2010,23045.42694
203,2011,22853.81737
203,2012,22310.46511
205,2010,54.25397496
206,2007,1602.692857
206,2007,1602.692857
206,2008,1580.41039
206,2008,1580.41039
206,2009,1553.397445
206,2009,1553.397445
206,2010,1530.257016
206,2010,1530.257016
206,2011,NA
207,2007,11331.9907
207,2007,11331.9907
207,2008,10190.05434
207,2008,10190.05434
207,2009,11652.01072
207,2009,11652.01072
207,2010,13377.95089
207,2010,13377.95089
207,2011,11955.1543
207,2011,11955.1543
